Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
WLD,World,Banking and Financial Services,Financial policy and administrative management,4890628.0,7920861888,0.00
WLD,World,Program Design and Learning,Program Design and Learning,4202783.0,7920861888,0.00
WLD,World,Government and Civil Society,Public sector policy and administrative management,3880654.0,7920861888,0.00
WLD,World,Communications,Information and communication technology (ICT),3683215.0,7920861888,0.00
WLD,World,"Conflict, Peace, and Security",Security system management and reform,3614075.0,7920861888,0.00
WLD,World,General Environmental Protection,Bio-diversity,3547855.0,7920861888,0.00
WLD,World,Water Supply and Sanitation,Water sector policy and administrative management,3334006.0,7920861888,0.00
WLD,World,Government and Civil Society,Countering violent extremism,3125505.0,7920861888,0.00
WLD,World,Administration and Oversight,Administration and Oversight,3043391.0,7920861888,0.00
WLD,World,General Environmental Protection,Biosphere protection,2617296.0,7920861888,0.00
WLD,World,Industry,Small and medium-sized enterprises (SME) development,2041767.0,7920861888,0.00
WLD,World,Unallocated/ Unspecified,Sectors not specified,2000000.0,7920861888,0.00
WLD,World,"Education, Level Unspecified",Education policy and administrative management,1964463.0,7920861888,0.00
WLD,World,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1805722.0,7920861888,0.00
WLD,World,Government and Civil Society,Decentralisation and support to subnational government,1670350.0,7920861888,0.00
WLD,World,"Health, General",Health policy and administrative management,1618775.0,7920861888,0.00
WLD,World,Transport and Storage,Transport policy and administrative management,1476687.0,7920861888,0.00
WLD,World,General Environmental Protection,Environmental research,1404496.0,7920861888,0.00
WLD,World,Government and Civil Society,Legislatures and political parties,1343326.0,7920861888,0.00
WLD,World,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",1289440.0,7920861888,0.00
WLD,World,Energy,"Energy generation, renewable sources - multiple technologies",1239797.0,7920861888,0.00
WLD,World,"Conflict, Peace, and Security",Prevention of Violent Extremism,999509.0,7920861888,0.00
WLD,World,Government and Civil Society,Cyber security,888375.0,7920861888,0.00
WLD,World,Water Supply and Sanitation,Basic drinking water supply,879847.0,7920861888,0.00
WLD,World,"Education, Level Unspecified",Educational research,752241.0,7920861888,0.00
WLD,World,Agriculture,Agricultural development,712502.0,7920861888,0.00
WLD,World,Government and Civil Society,Public finance management,581441.0,7920861888,0.00
WLD,World,Communications,Communications policy and administrative management,572141.0,7920861888,0.00
WLD,World,Basic Health,Basic health care,450713.0,7920861888,0.00
WLD,World,Agriculture,Agricultural research,424684.0,7920861888,0.00
WLD,World,Banking and Financial Services,Informal/semi-formal financial intermediaries,381969.0,7920861888,0.00
WLD,World,"Conflict, Peace, and Security",Removal of land mines and explosive remnants of war,333333.0,7920861888,0.00
WLD,World,Agriculture,Forestry policy and administrative management,259086.0,7920861888,0.00
WLD,World,Water Supply and Sanitation,Basic sanitation,234940.0,7920861888,0.00
WLD,World,"Maternal and Child Health, Family Planning",Reproductive health care,214985.0,7920861888,0.00
WLD,World,Government and Civil Society,Elections,186117.0,7920861888,0.00
WLD,World,Other Multisector,Disaster Risk Reduction,84750.0,7920861888,0.00
WLD,World,Government and Civil Society,Media and free flow of information,74534.0,7920861888,0.00
WLD,World,Government and Civil Society,Legal and judicial development,44380.0,7920861888,0.00
WLD,World,Communications,"Education and training in ICT, telecommunications and media",32532.0,7920861888,0.00
WLD,World,"Maternal and Child Health, Family Planning",Family planning,14124.0,7920861888,0.00
WLD,World,Mineral Resources and Mining,Mineral/mining policy and administrative management,3701.0,7920861888,0.00
WLD,World,Basic Health,Infectious disease control,-790453.0,7920861888,-0.00
WSM,Samoa,Disaster Prevention and Preparedness,Multi-hazard response preparedness,43487.0,213779,0.20
XKX,Kosovo,Operating Expenses,Operating Expenses,9788130.0,1786079,5.48
XKX,Kosovo,Government and Civil Society,Democratic participation and civil society,7741209.0,1786079,4.33
XKX,Kosovo,Business and Other Services,Business Policy and Administation,3802080.0,1786079,2.13
XKX,Kosovo,Government and Civil Society,Legal and judicial development,2483560.0,1786079,1.39
XKX,Kosovo,Other Multisector,Multisector aid,1271365.0,1786079,0.71
XKX,Kosovo,Government and Civil Society,Domestic revenue mobilisation,1221349.0,1786079,0.68
XKX,Kosovo,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",709842.0,1786079,0.40
XKX,Kosovo,Basic Education,Basic life skills for adults,663960.0,1786079,0.37
XKX,Kosovo,Agriculture,Agricultural policy and administrative management,642199.0,1786079,0.36
XKX,Kosovo,Post-Secondary Education,Higher education,628729.0,1786079,0.35
XKX,Kosovo,Basic Health,COVID-19 control,563132.0,1786079,0.32
XKX,Kosovo,Energy,Energy policy and administrative management,501736.0,1786079,0.28
XKX,Kosovo,Government and Civil Society,Human rights,410325.0,1786079,0.23
XKX,Kosovo,Government and Civil Society,Public finance management,304881.0,1786079,0.17
XKX,Kosovo,Banking and Financial Services,Financial policy and administrative management,81215.0,1786079,0.05
XKX,Kosovo,"Conflict, Peace, and Security",Security system management and reform,30000.0,1786079,0.02
XKX,Kosovo,Government and Civil Society,Media and free flow of information,21869.0,1786079,0.01
XKX,Kosovo,Government and Civil Society,Decentralisation and support to subnational government,-203.0,1786079,-0.00
XKX,Kosovo,Basic Education,Primary education,-32039.0,1786079,-0.02
YEM,Yemen,Emergency Response,Relief co-ordination; protection and support services,164679291.0,37140230,4.43
YEM,Yemen,Emergency Response,Emergency food assistance,39940955.0,37140230,1.08
YEM,Yemen,Basic Education,Primary education,8762558.0,37140230,0.24
YEM,Yemen,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",5324422.0,37140230,0.14
YEM,Yemen,Operating Expenses,Operating Expenses,4407674.0,37140230,0.12
YEM,Yemen,Government and Civil Society,Domestic revenue mobilisation,3888015.0,37140230,0.10
YEM,Yemen,Other Social Infrastructure and Services,Social Protection,3583600.0,37140230,0.10
YEM,Yemen,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,3447030.0,37140230,0.09
YEM,Yemen,Government and Civil Society,Public sector policy and administrative management,3193832.0,37140230,0.09
YEM,Yemen,Other Multisector,Multisector aid,2995118.0,37140230,0.08
YEM,Yemen,Basic Health,Basic nutrition,2539712.0,37140230,0.07
YEM,Yemen,Agriculture,Agricultural development,2203723.0,37140230,0.06
YEM,Yemen,Government and Civil Society,Democratic participation and civil society,1817166.0,37140230,0.05
YEM,Yemen,Government and Civil Society,Decentralisation and support to subnational government,1644361.0,37140230,0.04
YEM,Yemen,Banking and Financial Services,Financial policy and administrative management,1429071.0,37140230,0.04
YEM,Yemen,Industry,Small and medium-sized enterprises (SME) development,1015470.0,37140230,0.03
YEM,Yemen,Government and Civil Society,Elections,693470.0,37140230,0.02
YEM,Yemen,Basic Education,Basic life skills for adults,668493.0,37140230,0.02
YEM,Yemen,Upper Secondary Education,Vocational training,477661.0,37140230,0.01
YEM,Yemen,Government and Civil Society,Legislatures and political parties,396767.0,37140230,0.01
YEM,Yemen,Banking and Financial Services,Monetary institutions,270671.0,37140230,0.01
YEM,Yemen,Program Design and Learning,Program Design and Learning,195938.0,37140230,0.01
YEM,Yemen,Banking and Financial Services,Informal/semi-formal financial intermediaries,60432.0,37140230,0.00
YEM,Yemen,Agriculture,Agricultural policy and administrative management,10436.0,37140230,0.00
YEM,Yemen,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1249.0,37140230,0.00
YEM,Yemen,Energy,Energy policy and administrative management,122.0,37140230,0.00
YEM,Yemen,Business and Other Services,Business Policy and Administation,79.0,37140230,0.00
YEM,Yemen,Other Social Infrastructure and Services,Employment Creation,-5488.0,37140230,-0.00
ZAF,South Africa,Operating Expenses,Operating Expenses,23106115.0,61502603,0.38
ZAF,South Africa,Basic Health,COVID-19 control,6341321.0,61502603,0.10
ZAF,South Africa,HIV/AIDS,STD control including HIV/AIDS,5868000.0,61502603,0.10
ZAF,South Africa,Trade Policy and Regulations,Trade facilitation,5150276.0,61502603,0.08
ZAF,South Africa,Agriculture,Agricultural policy and administrative management,4141144.0,61502603,0.07
ZAF,South Africa,Basic Education,Primary education,3693103.0,61502603,0.06
ZAF,South Africa,Government and Civil Society,Democratic participation and civil society,2569341.0,61502603,0.04
ZAF,South Africa,Other Social Infrastructure and Services,Social Protection,1202239.0,61502603,0.02
ZAF,South Africa,Business and Other Services,Business Policy and Administation,600662.0,61502603,0.01
ZAF,South Africa,Government and Civil Society,Legal and judicial development,500000.0,61502603,0.01
ZAF,South Africa,Other Multisector,Multisector aid,486916.0,61502603,0.01
ZAF,South Africa,Agriculture,Agricultural development,411038.0,61502603,0.01
ZAF,South Africa,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",400000.0,61502603,0.01
ZAF,South Africa,Government and Civil Society,Anti-corruption organisations and institutions,337686.0,61502603,0.01
ZAF,South Africa,Upper Secondary Education,Upper Secondary education,223303.0,61502603,0.00
ZAF,South Africa,Emergency Response,Relief co-ordination; protection and support services,54710.0,61502603,0.00
ZAF,South Africa,"Education, Level Unspecified",Education policy and administrative management,53112.0,61502603,0.00
ZAF,South Africa,Post-Secondary Education,Higher education,30000.0,61502603,0.00
ZAF,South Africa,Basic Education,Basic life skills for adults,25129.0,61502603,0.00
ZAF,South Africa,Energy,Natural gas-fired electric power plants,14442.0,61502603,0.00
ZAF,South Africa,Basic Health,Basic health care,9900.0,61502603,0.00
ZAF,South Africa,General Environmental Protection,Bio-diversity,5820.0,61502603,0.00
ZAF,South Africa,General Environmental Protection,Biosphere protection,-34760.0,61502603,-0.00
ZMB,Zambia,Basic Education,Primary education,12848786.0,19603607,0.66
ZMB,Zambia,Operating Expenses,Operating Expenses,10008344.0,19603607,0.51
ZMB,Zambia,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,4482789.0,19603607,0.23
ZMB,Zambia,Agriculture,Agricultural policy and administrative management,4044311.0,19603607,0.21
ZMB,Zambia,Government and Civil Society,Public finance management,3104491.0,19603607,0.16
ZMB,Zambia,Basic Health,COVID-19 control,2357350.0,19603607,0.12
ZMB,Zambia,Government and Civil Society,Democratic participation and civil society,2072218.0,19603607,0.11
ZMB,Zambia,Agriculture,Agricultural development,1982683.0,19603607,0.10
ZMB,Zambia,General Environmental Protection,Environmental policy and administrative management,1939189.0,19603607,0.10
ZMB,Zambia,Trade Policy and Regulations,Trade facilitation,1723216.0,19603607,0.09
ZMB,Zambia,"Education, Level Unspecified",Education policy and administrative management,755560.0,19603607,0.04
ZMB,Zambia,Water Supply and Sanitation,Water sector policy and administrative management,739817.0,19603607,0.04
ZMB,Zambia,Other Multisector,Multisector aid,694441.0,19603607,0.04
ZMB,Zambia,General Environmental Protection,Bio-diversity,598392.0,19603607,0.03
ZMB,Zambia,Energy,Energy policy and administrative management,548496.0,19603607,0.03
ZMB,Zambia,Government and Civil Society,Public sector policy and administrative management,536155.0,19603607,0.03
ZMB,Zambia,Government and Civil Society,Domestic revenue mobilisation,517535.0,19603607,0.03
ZMB,Zambia,Government and Civil Society,Elections,248715.0,19603607,0.01
ZMB,Zambia,General Environmental Protection,Biosphere protection,137364.0,19603607,0.01
ZMB,Zambia,Program Design and Learning,Program Design and Learning,136505.0,19603607,0.01
ZMB,Zambia,Post-Secondary Education,Higher education,133530.0,19603607,0.01
ZMB,Zambia,Government and Civil Society,Fight against transnational organised crime,106200.0,19603607,0.01
ZMB,Zambia,Other Multisector,Research/scientific institutions,96111.0,19603607,0.00
ZMB,Zambia,Communications,Communications policy and administrative management,83909.0,19603607,0.00
ZMB,Zambia,Basic Health,Basic health care,83640.0,19603607,0.00
ZMB,Zambia,Water Supply and Sanitation,Water supply and sanitation - large systems,78336.0,19603607,0.00
ZMB,Zambia,Emergency Response,Emergency food assistance,37230.0,19603607,0.00
ZMB,Zambia,Government and Civil Society,Media and free flow of information,18596.0,19603607,0.00
ZMB,Zambia,HIV/AIDS,STD control including HIV/AIDS,1471.0,19603607,0.00
ZWE,Zimbabwe,Emergency Response,Relief co-ordination; protection and support services,24517309.0,15797210,1.55
ZWE,Zimbabwe,Operating Expenses,Operating Expenses,14655389.0,15797210,0.93
ZWE,Zimbabwe,Basic Health,COVID-19 control,12219789.0,15797210,0.77
